easy,predict,truth
863232.647,97,83819890
33.412,276,9225
57.673,48038,2770481
1.683,1484,2498
1.204,289297,348296
9.766,167,17
1.677,79,47
54.482,111,6053
1.574,2007986,1275869
1.083,132038,121863
615.115,884,543823
4516.744,1115,5036621
11.391,172,15
1.904,1644795,863728
35.8,53,1901
1.013,101891,100537
188.705,206,38892
1.063,2308109,2453269
12.117,2967,35953
1023.434,248,253914
21.886,166110,3635518
12.727,1,14
18.126,2781,50409
1.13,4551526,4026913
1.028,834921,858671
1.197,33627,28104
1.307,2767503,2118017
16.108,105683,1702315
33.726,206,6951
1.027,253,260
439.801,3034,1334399
61.285,74179,4546091
24.05,367771359,15291801
1.441,129,186
1396.543,11312,8
49.359,28,1387
4.51,244,54
1.304,237372,309514
28.78,118,4
1.37,262592,359770
63.826,21996,1403918
2.083,1487464,713930
1.914,205,107
333.496,519250,173167825
1.103,5498118,6065224
6.234,228,1422
1.343,2208583,1644449
2622.288,253,663701
26.829,110,4
41298.568,1266,52288117
1.517,21,32
195.599,62102,12147108
71586.018,137,9814443
1.009,140574,141906
1.041,687766,715630
423.237,74179,31395315
20356.421,564,11483057
1.01,207827,209880
4.418,4451,19666
1.287,2922485,2271520
16.707,59921,1001098
2.187,890143,1946844
13.767,3287,45253
1.24,2186785,2711157
33.375,105178,3510338
13.203,378825883,28692968
1.368,1582471,1156494
1214.504,4045,4912791
4.986,54864,273534
306.917,250,76760
1.016,2615537,2574562
5.408,21492896,3974526
233.636,257,1
624.014,253,157938
1.073,1816810,1949755
368.508,1484,546903
1.015,347156,352456
78.71,244,3
113.47,27601,3131902
1.299,2829339,2177942
17.215,17951,309036
1.053,630518,663818
69.757,31098,2169317
1.233,1253618,1545912
15.756,232,3657
1.005,632836,636298
5.04,37,187
150.497,1068,160746
25.209,4298,108352
1.196,3723647,3112390
3.355,3263858,972803
270.552,4897,18
100.779,13800,1390766
8.107,471,58
3.858,228,59
1.009,140574,141906
99.94,8343,833813
1.104,47,52
1.215,32,39
5.063,64152489,12670688
22.642,72310,1637255
1.485,2088869,1406561
3.63,65989,239564
9.24,132038,1220056
12808.157,122,1563876
1.15,4076513,3543888
543.311,253,137512
16.283,2672,164
148.211,138,20468
1.009,255695,253308
19.383,44751,867431
278569.155,207,57691672
66.214,161,10667
1.563,403,630
31.907,340696834,10677765
38.033,249,9474
8.655,130,1126
1.751,1746551,997334
20.767,69,1435
15914.838,201,3200474
155.368,10113,1571256
1.006,591372,595167
47209.07,389,18369049
409.073,89014,36413233
274.621,1011,277669
1.754,37,21
106.846,82802,8847082
3.712,134,36
144.519,415400,60033351
34235.168,1399,47898424
236346.054,249,58873802
178317.289,160,28548598
4694.991,14836,69655357
35.224,151699,5343478
1.532,374,244
1.177,135,159
4322.302,1264,5463822
1.14,31857,36324
1.069,1239104,1325103
3.857,163,629
87.9,12642,1111244
69.763,357756,24958152
33.821,92060634,2721991
11.01,237372,2613387
5.622,176,990
1.303,64,49
2.807,1281082,456466
10946.071,174,1905711
18.058,45510,821807
1.041,398414,414785
90.0,189,2
18.699,217182,4061135
31.522,50017195,1586726
18.464,40453,746921
2.899,92,267
2.68,29,78
51.297,336265,17249314
13.76,86805204,6308415
19.701,21996,433356
215352.536,48,10358457
18419.795,888,16358620
1.354,229,169
911.607,1011,921726
1.005,3644930,3627913
1828.677,12642,23118322
1.03,527153,542901
1.027,24019,24660
79.53,188359,14980278
560627.01,229,128439648
1.548,26704296,17251286
37.273,41,1
8.832,310,35
3.484,115,401
17.262,9608,165858
14.045,74179,1041876
219.656,519250,114056248
314106.202,175,54999996
17.763,547833260,30841695
5.211,890143,4638127
41.719,8280,345441
20.441,112004,2289443
1.073,3002750,3221404
2.25,131,295
169.32,75849,12842750
2.607,4450716,1707014
204.439,207700,42462011
4.544,49302,224037
169.955,1052,178810
2508.895,506,1269752
1083.489,8280,8971401
1.003,460511,459156
54.878,225,4
1.205,58,70
75.295,109223,8223925
83.971,253,21253
67.23,14411,968855
250.0,114,28525
1.012,1000862,1012638
4.057,537,2179
7347.517,227,1668621
8.105,65736,532762
523.188,110,57603
20.823,404051947,19403836
1.06,414010,438752
170.555,15928,2716615
301.718,178029,53714510
1.002,1712931,1717159
73.621,429307,31605841
22.391,379731992,16958858
65.767,110740,7283049
37878.654,170,6443159
1245.294,27521,22
388.876,148357,57692588
2.151,17580328,37817193
10.632,275,2925
3.343,106817,357093
1.174,1117490,1312144
35213.459,1434,50499621
21.407,57898,1239405
14.106,213,15
28.546,8280,236364
2.536,1780286,4514712
2.971,78,232
320.074,30119,94
1.068,18710,17526
6349.012,5057,32107589
13.457,140446833,10436451
1.044,13233462,13816125
461.456,324,149558
7.137,172,24
5586925.674,14,78775652
13.855,67885656,4899878
100.662,934,94028
1.035,97846,101253
573.936,194,111401
26.148,346930861,13268140
6.753,183,27
2.224,2967,6598
16.544,15423,255167
1.049,414010,394722
19.983,60,1201
18.272,16181,295655
3.74,49,13
1.927,50566,97427
16.002,540548146,33780273
2595.546,506,1313606
1.031,121359,125098
34.342,440,15114
1.667,1918493,1151036
21.294,393033666,18457832
1.354,8011289,10849149
38.95,74179,2889250
143873.913,1468,211221291
15.93,535437694,33610970
14.341,42981,616407
1.205,758494,913964
1.12,89014,99719
12.426,143861,1787680
5.678,222,39
10.193,62,633
15.758,3287,51797
1.011,1387140,1401902
12.137,151699,1841238
2.554,5340859,13638164
1.25,3047772,2438713
1.007,915502,921643
128.473,14836,1906043
771.384,2760,2129096
163.23,16,2628
25.604,233,9
45.259,52,2358
5.056,63137647,12488123
1.159,415400,481630
15.924,21743,346234
41.334,292020,12070297
82031.292,133,10918365
15.828,11377,180072
1.017,27559,27085
80.11,18,1450
8.791,80,9
10.952,85,932
1.049,146874,140065
1.014,259152,255571
55.161,171,3
1.758,568,323
42884.547,1011,43360565
1.786,1717851,962104
1.526,4450716,2916438
1471.819,12642,18606886
8.357,13147,109867
1.006,2802122,2819615
1.549,924691,597043
8.291,59,490
343.694,178029,61187500
4.734,13352,63206
2.521,149,59
1.021,64692,63338
3607.023,13,47252
59.355,184,3
11.518,220,19
4.425,119,527
64318.329,40,2579165
20.106,422681540,21022991
1.073,99363,106661
19.28,18710,360739
1.002,895275,896788
19.146,173442,3320711
5.443,24936109,4581252
13.969,85282941,6104987
1.073,341,366
1.409,217,306
26.484,241,9
1.043,320294,334142
3.71,312,84
1.298,349,453
14.001,72090000,5149022
9.45,209,1976
199.046,24,4797
1.006,393405,391036
1.232,3460354,2808642
16.56,16940,280528
1.828,97916,179018
1.001,743734,742738
42.074,4140,174190
1.967,74179,145880
1.586,2022650,3207892
35.772,20188100,564350
9667.999,2023,19559328
900.46,20701,18640518
32.976,104637421,3173131
1.048,2275,2171
1.074,8331740,8950757
1.009,786811,793962
35.238,74,2
5.574,33526018,6014618
2.38,1011325,424997
1.043,157767,164488
17.048,87227,1487010
18960.517,938,17786861
19.633,200495,3936281
33.331,98099,3269780
1.004,498077,500090
1.046,13991568,14637966
4.881,197,962
10.79,29,314
10.463,294,28
1.072,9248588,9911754
513.601,3034,1558318
13.081,121708507,9304265
54.422,186589,10154483
1.747,127,222
23.446,2319638,98936
17.82,110234,1964384
32.623,199,6
1.449,321199,465401
1038.529,996,1034479
11.725,225874752,19264217
2.114,3560573,7528224
1.006,439926,442380
2.797,90,252
565610.519,23,13065603
2.158,1568347,726731
1.352,18710,13840
40.941,14606471,356767
53.944,347137,18725814
5.282,828,4374
5.11,44942987,8795001
22.352,207700,4642610
32.349,225983485,6985805
1.296,2442922,1884551
1.075,31155,28982
107.568,8280,890676
12.007,1009472,84071
3.203,107,343
100.041,24,2411
74.751,147148,10999504
13.382,172937,2314240
68.719,151699,10424626
980.514,32455,33
563663.3,152,85733188
19.89,17698,352009
2.36,16,38
1.663,155,258
1.076,1545374,1663013
21.514,142344,3062415
465.806,251,116964
32.334,114533,3703282
1.018,303181,297837
1.817,1675061,921846
1119.166,253,283261
1.02,3554639,3624977
5.063,64152489,12670688
2.238,374,167
1.045,29328,30647
1214.504,4045,4912791
11315.885,2528,28607690
1.857,1516987,2816501
3.397,216,734
139.484,16560,2309864
1.01,130196,128903
27.095,11344480,418698
888.157,41540,36894130
32.073,261212987,8144239
65.436,7079,463228
66921.857,204,13658751
2.058,1497379,727660
31.992,219060815,6847295
6.944,101132,702264
1.011,3644930,3606212
16.881,101891,1719986
1.011,3215157,3179096
1.043,247757,258506
779.447,474743,370036943
44.684,1477,66002
17.514,588535658,33603284
12.078,126,1523
19.355,218446,4228025
1.007,1523628,1533909
1.003,328428,329492
31.107,103850,3230513
115.455,127,1
1.015,270529,266599
4724.117,253,1195674
1.028,8726371,8966694
79.504,12,962
2.014,403,200
28.631,5562,159248
5335.466,74179,395780072
1123130.863,37,41668155
8.684,88491,768424
13.163,95322625,7241831
1.005,316545,318279
3.538,2670430,754865
648.563,74179,48109803
2.267,1011,2292
12847.865,331,4253928
1.175,3968844,3377245
1.225,217,177
1.138,4780889,4200194
180.909,199,1
13.764,6966,506
226.883,100883,22888699
2.704,687,254
7.328,96,13
1.01,497825,492958
18.264,221,12
351.605,74179,26081779
1.0,670761,670584
119.307,5057,603348
343.694,178029,61187500
14.261,437360499,30668475
71.048,81,5762
1.045,700551,732296
71.575,82802,5926541
1.149,4067013,3541102
173.835,44507,7736878
5638.345,235,1325575
2.103,1323,629
8.568,39,335
1.029,2844195,2926294
1.099,13147,14449
1.023,64185,65652
9.419,227,24
1.199,3719575,3101271
1.382,2489631,1801339
112.524,82802,9317206
107.172,12642,1354883
16.286,15423,251184
3156.893,128,404398
3374594.762,2,7086649
153.91,12642,1945745
117.34,6900,809660
5.496,128,704
1116.891,4045,4517937
155517.837,299,46515385
4379.31,1172,5132989
1.0,1324835,1324576
18.995,72563,1378310
135.078,3312,447393
14.608,687,10037
24.046,142,3417
3.246,198,643
34.399,222,7640
7697.532,1011,7782975
13.298,41101086,3090862
88.737,102,9060
22.667,70793,1604674
1.034,279126,269915
13.688,193,14
1643.567,17,28105
1.655,121,73
1.052,2024006,2129608
17.053,68012,1159824
3.743,4804,17984
1.271,5218,4105
12.879,989,12739
17.093,614015432,35921831
63.089,1205,19
1.073,6738384,7232899
23.163,5815,134696
19.776,434170997,21954428
1.015,20479,20185
1.946,59,115
384.688,101,38892
1.042,399011,382937
1.08,2789115,3011654
1.234,16560,20428
33.256,8849,294282
3.751,90,338
887.183,1484,1316669
5.803,6777692,1167874
14.627,15170,221896
3.486,166,579
18.248,15676,286053
82.63,25283,2089131
2.02,964322,477370
438.725,28561,65
64.585,1272,82159
51.935,161,3
16.336,13906,227174
1.036,5320089,5511753
16.221,13906,225569
1.097,1044435,1145990
23.392,115719,2706940
2935.305,506,1485558
42.485,14159,601552
1.79,6068,3390
19.05,35649,679103
11.693,301407965,25777044
5.326,29,155
308990.816,44,13626495
48.038,134759,6473597
1.51,2781,4200
36.209,12642,457752
1.038,501704,520878
1.01,3001266,3031902
8.138,6068,49382
1.152,15423,17772
2.347,149,350
1.588,1959978,1234155
35.854,10872,389809
12.934,1424,110
59488.284,173,10297422
1.369,89,122
3.615,149,539
24.175,10619,256719
1.015,520252,528309
264.959,44507,11792538
1.155,7121146,8226569
33.439,1005,33610
1.118,5002109,4472625
1.012,605025,612155
18.297,157767,2886675
599.091,1,659
16.837,86721,1460112
480.981,110,52956
122.778,27269,222
4.893,24361,4979
420.108,2760,1159540
10.514,85710,901193
1.007,7475719,7526692
19.139,67759,1296872
1.013,104365,105706
1.072,112751,120814
5.615,14159,79502
70.881,305167,21630454
5.275,48,9
14.074,114,8
25.767,170,4383
20.986,400391268,19078756
35.72,58151,2077138
7.798,172,1342
1.595,1235,774
5.801,984,5709
45.479,506,23017
72.206,5057,365151
46132.368,926,42723186
1.401,2417619,1725705
12.52,1264,15827
1.246,3047772,2446222
12.081,3287,39710
21.245,56634,1203219
1.853,3560573,1921268
906822.405,29,26388532
28.206,12894,363692
1.043,13224561,13795839
38.814,1440,37
1.203,609748,733479
124.744,370893,46266678
16.747,6068,101621
1.051,623398,655149
19.958,426740906,21382330
30.592,13990317,457312
1.097,261109,286384
29.369,8191222,278910
14.253,436708101,30639202
1.099,26800,24390
13.197,190645249,14446120
132.775,178029,23637856
1620.49,5057,8194981
11.257,98351,1107182
1.147,115719,132684
27.728,69,1916
40.968,127,3
183.538,733,134552
2.121,41401,87817
4.408,93,21
109091.813,231,25211118
13.474,159547602,11841162
1.268,3069640,2420465
1.295,3792,2928
19.52,3540,69103
17.814,539895748,30306961
37.956,178,6760
1.054,352952,371999
136088.575,75,10220252
1.018,1228398,1206923
749526.06,107,80274241
1.12,204817,229402
292345.967,722,211103023
1.031,66747,68787
437178.006,723,316123416
1.26,3168526,2514144
305697.201,240,73397898
1.989,96432,48477
2.85,162,462
4.498,198,891
15.563,4140,64431
16907.217,885,14964578
1.624,70,43
78.571,165,2
13.097,109639141,8371568
21.621,238,5148
14804.432,2023,29950847
11.741,296188779,25226749
1.066,324902,346247
32.523,162447150,4994853
15.423,19721,304151
18.367,50819,933378
1.13,4579574,4052221
305.012,100883,30770541
1.103,48544,44012
30.718,18,556
7.021,253,1777
1.01,906653,915677
55.403,27601,1529194
13.38,175785068,13138327
77.335,148918,11516603
14.094,3034,42762
1.003,446512,445159
1.049,508258,533114
1695.96,5057,8576639
33.737,9604751,284694
726.2,30573,42
1.106,1011325,1118984
148.399,989,146781
31.535,31242625,990729
76.315,4140,315951
33.994,29340,863
1.318,25789,19569
16.604,37419,621324
1.006,3048676,3067582
84.014,75662,6356708
49.422,37925,1874350
30.397,13906,422701
1.076,292246,271497
11.563,179,2071
5800.687,74179,430289761
7.807,56129,438217
1.055,4998154,5272561
1.034,72695,75148
280.073,50566,14162209
8.413,281,2365
2.298,37,16
1.307,2670430,3491355
1.696,1407847,830240
8.179,253,2070
27.34,106817,2920432
1695.96,5057,8576639
18.477,35649,658706
219986.574,112,24660495
1.014,591278,599730
1.029,1180,1214
1.066,645354,687938
34.173,38,1302
1.135,2892965,3282219
4489.3,74179,333012262
4438.367,2023,8979260
13.32,11630,154916
18.336,518112897,28256785
4226.334,172,727352
3.253,176,54
1.284,17802864,13860668
1.178,229954,270816
37.012,5520,204310
19.143,190635,3649321
12.209,2275,27776
4.931,16128733,3270700
1.816,1700108,936009
1.006,293284,294920
28.164,25283,712070
1.019,932382,915354
1.083,10619,9801
68715.439,74,5091814
30.722,4140,127192
1.851,300,162
5.916,55623,329055
28.832,88744,2558695
1.019,2616189,2666131
362.944,74179,26922842
38.486,3792,145944
7.487,519250,3887857
1586.703,211,334953
3950.879,35953,9
1.163,867890,1009670
19.357,198472,3841792
4.548,136,619
33.096,121056109,3657678
1226.544,5057,6202754
1.685,5340859,8997168
32.013,271107693,8468662
10.348,230,2381
3787.419,11741,3
1.124,1099748,1236180
10.803,828,8946
1.272,758494,596198
1.016,137527,135299
446.855,16181,7230604
25.806,80,3
1.054,142091,134760
892.234,20701,18470226
92.612,30845,2856619
56.159,15,848
2.478,56,139
1.002,4286040,4296219
1.239,3406972,2750296
76.202,160801,12253370
31.824,296406245,9313818
27.465,195,7
2.246,144,64
1.053,896077,943627
378.293,1551,4
1.941,189,367
2.999,300,900
268.684,541,145385
4.013,180996,45104
469030.342,117,54923453
425.768,21331,50
61.705,53095,3276259
1.052,45004,42764
1.043,13383303,13963496
1.004,5042661,5061237
2284.711,506,1156292
1.297,195,253
171.656,15,2592
11768.182,12945,1
1.0,710709,710540
1.021,36913,37686
392.744,3034,1191625
1.164,1114359,1296872
10.6,149870362,14138626
1.022,9355405,9565776
1.009,84698,83907
33.284,119715068,3596816
1.142,4204088,3681091
187843.156,472,88680754
34.336,96373711,2806769
1.645,1927364,1171804
21.82,85963,1875718
1.719,370893,215728
13.319,130262172,9780204
1.463,2120178,1449018
2.22,199,442
53121.33,133,7070449
1.453,320452,465636
320.994,18,5810
22.166,102397,2269695
1.692,111,188
21.339,31857,679811
8.899,1483572,13202925
4389.872,1294,5680934
12.075,3312,39993
1.029,1217941,1252944
1.066,13906,13050
1.124,835251,938614
5.291,88037512,16639692
139.361,39,5449
70.211,90008,6319559
10.725,3263858,304324
266.176,8280,2203968
1.396,35,49
1.132,197,174
1.331,329,247
5.08,531,2698
4.588,108018,23541
1.001,335507,335993
3.492,154,44
10.608,87732,930674
832.044,34197,41
10.373,167,16
1.41,5340859,7527985
1.126,4644719,4123471
31.21,52336,1633424
159.488,246,39250
106.93,223,23856
11.257,758,8534
1.053,109982,115854
1.021,3553999,3481153
1.005,69728,70055
1.1,98,89
21797.868,211,4601530
1.214,120169,145883
1.144,321935,368218
4963.21,5057,25099448
18.787,14917,280254
70014.727,240,16810536
123.745,75849,9385969
20.919,23513,491868
708615.482,198,140376727
1.08,35649,33021
79.976,222536,17797517
4.824,259,1250
2876.835,253,728127
1024.826,43,44170
17.518,573385522,32731157
1.092,1184023,1292788
1.347,2628176,1951032
3.652,1484,5420
1.002,440421,441128
31.602,315869458,9995191
1.02,112646,110467
40.563,25030,1015295
1.116,1553300,1391423
1.178,2039556,2402157
1.325,2842385,2144947
32.77,125912851,3842279
79.45,12642,1004412
1.006,2468664,2452841
35.067,195186,6844687
50.0,55,1
28.138,11630,327246
306027.898,506,154880719
10.944,138308417,12637859
1.145,20226,23164
1.223,175,143
3.796,149,566
523.706,14836,7769761
1.2,375715,450937
17.098,115,1968
18.574,1172,63
2999.367,906,2717726
32.228,146064706,4532193
35.688,405794,14481953
1.002,440421,441221
332.91,178029,59267623
2.144,242,519
107.51,25283,2718195
714.173,29671,21190295
1.007,1762486,1774635
20.611,422987,20522
1.135,4491810,3956068
1.008,599463,594730
2.554,5340859,13638113
1510.244,164,247831
68.461,50566,3461792
7.3,151699,1107420
1.4,2362827,1687744
1.042,185248,177705
1.137,6068,6898
10.29,248,24
15.946,83940,1338501
23.071,43487,1003270
17.717,15928,282199
1.033,3524594,3411871
9.65,74332,717308
1973.221,116,229091
8.918,1035,9231
210.0,441,2
2.957,445072,1315977
1.375,2208583,1606189
1.231,506,623
1.276,2952317,2313855
1.063,437654,411661
1.077,951288,1024584
24.729,46,1140
208.77,69,14426
104.903,2967,311259
208.086,3540,736647
1.2,305616,366589
152.004,34672,228
1.216,740302,900340
1.003,796165,793943
262.962,325,85489
70513.286,461,32513676
191095.03,989,189012094
18.01,98099,1766721
60.276,148357,8942430
14.707,48544,713957
259.024,1062,4
0.999,114,114
59.417,1380,82002
107.172,12642,1354883
11111.575,2023,22479828
64.186,82802,5314736
2.014,115,57
123.099,874,7
25.802,209,8
3.784,235,62
5.063,64152489,12670688
14.041,46863937,3337658
4.64,251,54
12.979,253,3285
21.477,144114,3095115
11.657,211,18
7.589,151699,1151187
13.333,28,2
16117.394,1014,16344649
173.084,235,40692
1.299,230,177
10.988,92789,1019592
264.911,31286,118
51.3,138299,7094734
1.045,164897,157747
1.004,279378,278391
5686.485,74179,421818370
8.194,52842,432969
1.06,78125,82794
2.319,398,923
108.182,119,1
3.758,432,1624
20.905,11869,248121
1.002,2563259,2568803
1.042,8705600,9070626
52.951,748,39613
480.652,23600,49
1742.225,5057,8810608
17.557,230,13
7.3,50566,369140
6461.287,17,110488
3341.031,12642,42237645
16.552,6321,104628
1.168,6068,7085
1.316,440,579
4.989,62955,314112
1.362,2004101,1470954
1.046,4128086,3947775
2.839,108018,38045
63944.134,213,13626495
1.065,118325,111147
4193632.353,5,21387525
9857.863,1289,12707771
1.365,1536779,1126050
9769.372,19,186595
216.761,178029,38589708
1128.282,29,32833
37.567,1656,62215
2082.834,74179,154502751
36.825,128944,4748307
14.017,422971494,30175448
1.173,213634,250500
104.32,183,19101
1.165,4731578,4062203
696.27,253,176226
78.095,164,2
802614.752,10,8106409
13.691,27328235,1996094
1.321,90,119
14.56,4804,69948
1.008,571651,576285
1.041,886843,922764
19.102,459034617,24030669
3.359,208,699
9.462,1424,13475
4.545,5,1
1.056,1503380,1587257
2.558,17580328,44975532
60887.845,645,39278749
1.54,59,91
168.182,185,1
79.295,187854,14895975
3558.603,4551,16195559
1.882,26704,50267
440.375,118686,52266333
1.042,13212692,13769730
3.708,234,63
28.838,2537104,87979
74.734,177740,13283201
826.529,207700,171670240
18.955,151699,2875461
182459.296,78,14250071
1.642,1330035,809825
1.022,177943,174168
21.23,108,2295
67.421,5934,400083
2016.863,10286,5
17.895,151193,2705596
1.679,66,111
1.009,6266608,6325575
397.078,3034,1204775
9.258,62196,575787
3134.557,74179,232518589
1.103,208991,230448
1.001,679476,680022
492.314,5957,12
14.76,38178,563504
228.82,1104,252640
1.001,1096276,1095581
418.641,519250,217379514
10.391,3540,36785
1.005,3093463,3107543
43.367,1426,61845
1.008,967332,960113
243.946,62102,15149568
0.976,4,4
52.402,340564,17846245
56.223,41401,2327681
2.29,2275481,993826
5.063,64152489,12670688
1.009,932441,940604
698.645,253,176827
1.019,412130,404418
110.102,124899,13751656
80578.901,110,8871737
1.499,120169,180112
171271.335,125,21426044
1.35,2605476,1929518
10519.24,899,9457849
157.718,41401,6529717
3.49,1243772,356356
37845.327,81,3069256
1.08,1369271,1479452
1.13,4594956,4066296
2296.435,95,218391
13.239,192602444,14548608
32.305,47915023,1483230
84.822,167374,14196984
2.879,150,52
178.549,18944,106
5.696,217,38
1416.233,5057,7162031
68.75,276345,18998644
1.345,2309466,1716911
1.005,445072,443040
1.191,78,93
77.293,1399,18
6319.636,1011,6389784
6207.356,74179,460456073
1.008,3048676,3074588
16.241,11561946,711886
1.072,1591971,1707165
1.245,126,157
10.881,135,1470
430.625,519250,223602106
33.035,196009412,5933338
1.149,1264003,1452184
15.863,77,1223
12.738,236929277,18600593
17.644,557872943,31618394
2.536,1780286,4514712
36.006,247775,8921482
2.587,52,20
1.061,458424,486554
1.104,1651687,1823955
1.458,57,39
236646.856,185,43803333
1.284,8901432,6930334
6.969,415400,2895118
3.685,26704296,7246866
1.015,87531,86262
17.406,10681718,613695
1.379,130554,180013
1.227,3482069,2837843
791.29,2453,3
1.29,180996,233481
1.603,239,149
392.388,4140,1624524
828.399,3034,2513444
60251.432,97,5850414
1.019,539568,549625
10.278,105936,1088824
19.42,446566562,22995056
5.063,64152489,12670688
206.47,190,39250
1.265,3102515,2453136
113.96,825,94028
4.326,41401,179097
1.12,11883,10614
60.847,55201,3358794
626.904,28,17616
352.258,3,1092
107.172,12642,1354883
19.851,40200,797996
42914.776,297,12749980
353.81,743,2
1.019,2813884,2866746
1.18,127,150
12.536,144872,1816137
1.063,7601823,8078146
643.409,14836,9545684
3707.185,88,326603
63.918,534485,34163465
1.351,2587212,1914639
97.273,107,1
1.075,114027,122606
4.917,89,18
1.045,501214,523649
1.601,2035642,1271329
7.205,116,16
2.138,1571478,735082
1.335,251983,188777
17.893,44245,791686
5.439,63717557,11715708
218.21,59343,12949242
5703.591,74179,423087279
216.164,75849,16395813
129789.206,1373,178213559
1.002,521591,520376
1.043,13383303,13963496
2.39,244,102
33.049,194450906,5883751
145.229,41401,6012642
2.893,35,12
1.937,28188,54600
1.018,149423,152069
891.659,188,167721
971126.187,125,121487886
1.506,95,63
71.118,92031,6545080
3182.424,6068,19311270
1.068,356929,381253
18.396,514234753,27953041
1.194,161709,193146
5.261,7538824,1432987
1.006,350145,348019
17.569,758,13319
32.357,239285159,7395149
1.198,205,171
27.869,170,6
77.638,38,2958
6727.371,203,1366329
21322.838,51,1089597
70716.257,1323,93564679
2.468,8901432,3606821
5180.728,74179,384301762
15.871,41401,657070
518757.362,67,34808619
1.167,22755,19500
2.335,124,53
16.244,59,960
23817.214,179,4265663
1.273,482161,613713
1.002,2588593,2584283
10.444,9860,102982
30.645,95,3
127.021,163193,20728913
2.935,241,82
34.552,8280,286098
1.059,2172391,2300919
1.245,31857,39660
1.713,329,192
1.093,1211680,1324831
1.175,1585938,1863158
2885.915,7,20490
4.506,552,2488
92.046,10113,930870
275933.806,1122,309625324
17.083,35396,604658
21.289,401551087,18861480
19.135,6574,125794
111318.587,1517,168881428
52.661,98,5166
68.726,268760,18470709
2184.747,29671,64823832
10.086,97593,984358
16.772,26704,447879
140.423,8280,1162716
18.691,155744,2910993
2220.0,0,222
1.191,22253580,18684048
2.712,220,597
98.013,5057,495661
6410.636,5057,32419228
2.429,221,537
1.009,281148,283812
1.59,7079,4452
110.996,29536,266
4.495,90,405
38422.783,1011,38849276
13.027,208477467,16003054
42.353,5,216
16.711,586252264,35082265
49.361,151699,7488045
5.172,1780286,9206772
6.947,890143,6183914
43.13,9355,403489
22.843,2537104,111069
8523.113,2528,21547281
24039260.909,1,26443187
18.666,3540,66078
12.173,255486381,20987285
1.195,128,107
22192.923,1011,22439264
100.698,1380,138973
4383.39,253,1109436
80.598,29671,2391427
47824.392,101,4835046
6.201,55623,344917
1.144,4434356,3874830
1.063,317580,298778
1.076,1363531,1467408
27.345,244,6675
18.628,828,15426
65.919,41401,2729128
618.671,77146,47728065
3.58,29,8
2.313,474743,205210
8.901,81,9
18.435,2275,41941
43.037,151699,6528734
249947.085,216,54013565
504.671,114,57583
31.621,27799412,879148
2410.864,8,19528
4.365,92,402
28.504,335767603,11779649
1.194,3860269,3233869
1.184,798162,674383
1538.643,123,189407
38.67,42,1628
668.916,142,95053
3.894,234,60
377.89,2528,955344
24.601,2781,68418
18.614,16940,315326
176.364,194,1
1.307,198,259
1.036,3515998,3393362
4.385,8901432,2029943
3.671,5934288,1616540
32.747,136170000,4158180
1.306,388,507
442.211,3034,1341712
1.017,619689,609532
1.145,2030946,2326253
2.749,1038500,2855049
29.296,208,7
133348.892,1366,182167922
1.691,252831,149558
7648.125,185,1415668
7.85,252,32
58.158,10113,588156
12.763,38573,492303
1.048,1301955,1364807
16.58,63461,1052189
11.414,408,4658
17.455,108717,1897626
2.405,82,34
1.141,4120395,3609757
23676.426,506,11982639
184226.819,1372,252777618
526.893,27978,53
1.733,203,352
1.267,8901432,7024362
1.281,2958230,2308875
1.13,4575955,4050511
1.449,119,82
361.037,758,273702
1.051,2024006,2127437
277828.874,142,39479483
15.853,8280,131265
2174.912,506,1100723
2604.303,14836,38637703
21.142,394483440,18658848
26.453,4140,109518
1.011,496308,501928
1.797,8901432,4952152
4.437,70,311
4.663,506,2360
2.538,117,46
1.056,2051602,2166184
1.281,940585,1204709
90.371,41401,3741445
7.207,80,11
1.105,1033737,1142451
18.691,15676,293003
11.058,226998326,20528310
17.268,6068,104782
182.407,1656,302084
1.601,2039556,1274246
1.493,130,87
1.355,1536779,1134410
363.972,519250,188992429
29.687,39442,1170909
1.174,4450716,5223320
22.231,32868,730679
17.518,574799051,32812337
125.372,84193,10555491
203.499,29671,6038028
2.461,121,298
74.194,230,3
2.536,1780286,4514712
1.079,1621377,1748698
1.072,36155,38752
6.486,72,11
20942.093,245,5132907
1.776,231,130
22.171,154291,3420807
671.045,87,58448
18.952,185831,3521790
33.355,88744,2960068
1.004,1069909,1074402
204.441,187,38251
16.714,17193,287363
15.802,1882,119
65.919,41401,2729128
1.333,2671226,2003419
123.191,150,18491
3.31,215,712
17.647,90,5
12.71,1011,12851
82.321,224514,18482206
1.32,90498,119442
1.071,76608,82065
22.857,1264,28894
4871.856,189,921268
1.057,1315523,1389955
6.693,1114,7457
2.714,2077001,765274
69.997,74179,5192341
17.326,74585,1292258
14068.936,620,8724147
1.379,156,113
36.789,22249,818518
194.545,214,1
164.174,75849,12452421
13.973,83796923,5996877
1.262,3352685,2656180
34.849,99363,3462735
1.058,178029,168225
23.011,75849,1745397
85.497,236650,20232834
55941.612,181,10131026
1.393,2431186,1745078
1.138,213,187
34.178,2806,82
1.008,2983079,3006350
1.117,4811200,4305399
64.345,555470,35741840
2.724,204,556
1.047,329945,314985
3.534,1024,3619
1.07,1799167,1924273
1.01,3644930,3609579
23507.826,2023,47558683
